Disease,MealType,FoodName,DietType,Cuisine,Calories,Protein (g),Carbs (g),Fats (g),Ingredients,PreparationSteps,HealthNotes,disease_encoded,mealtype_encoded,diettype_encoded,cuisine_encoded,calories_scaled,protein_scaled,carbs_scaled,fats_scaled
Diabetes,Breakfast,Tabbouleh with quinoa,Vegan,Mediterranean,435,12.0,60.2,4.9,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,0,2,3,0.22444508688171133,-1.1011841721291367,0.3859793169155432,-1.4672938738890284
Hypertension,Breakfast,Roasted Veggie Bowl,Vegan,Continental,432,18.0,22.4,12.6,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Low sodium, emphasizes potassium-rich vegetables and lean proteins to support blood pressure.",9,0,2,1,0.2032772792322387,-0.4868497726670477,-1.2864514222323011,-0.38862587038464724
Depression/Anxiety,Dinner,Besan Chilla,Vegan,Indian,180,14.4,24.1,27.8,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Mood-supporting nutrients: omega-3s, vitamin D, B vitamins, magnesium; balanced meals.",2,1,2,2,-1.5748185633234615,-0.8554504123443011,-1.2112362831700965,1.740692785883742
Diabetes,Snack,Grilled Chicken Bowl,Non-Vegetarian,Mediterranean,385,28.0,28.8,3.3,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,3,0,3,-0.12835170727616568,0.5370408931031005,-1.003288545762825,-1.6914326798120167
PCOS,Breakfast,Tuna Salad (olive oil dressing),Pescatarian,Continental,450,12.5,26.5,16.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.",Higher protein and low-glycemic carbohydrates to help regulate insulin and support hormones.,12,0,1,1,0.33028412512907446,-1.0499896388406293,-1.105050204494043,0.08766909220170298
Anemia,Snack,Rice Noodle Salad,Vegan,Asian,346,36.6,85.1,11.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.",Iron- and folate-rich ingredients; pairs with vitamin C sources to enhance absorption.,0,3,2,0,-0.40353320671930976,1.4175868656654282,1.487659883179599,-0.6127646763076355
Thyroid,Breakfast,Lentil Stew,Vegan,Mediterranean,456,10.4,88.5,22.6,"lentils (moong/masoor), onion, tomato, turmeric, cumin, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,0,2,3,0.37261974042801965,-1.2650066786523604,1.6380901613040084,1.01224166663403
Kidney Disease,Snack,Miso Soup with Greens light masala,Vegetarian,Asian,527,29.9,88.2,23.5,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.",Lower sodium and potassium when needed; moderate protein and controlled phosphorus.,10,3,3,0,0.873591188132205,0.7315801195994286,1.624816901469502,1.1383197449657108
PCOS,Snack,Vegetable Sushi Bowl,Vegetarian,Asian,414,26.1,17.0,27.9,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.",Higher protein and low-glycemic carbohydrates to help regulate insulin and support hormones.,12,3,3,0,0.076270433335403,0.3425016666067725,-1.5253700992534218,1.7547014612539285
Diabetes,Snack,Mixed Vegetable Sambar,Vegan,Indian,235,8.2,39.6,26.9,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,3,2,2,-1.1867420897497967,-1.490262625121793,-0.5254511917205836,1.6146147075520607
Heart Disease,Dinner,Fish Tikka (tandoor style),Pescatarian,Indian,642,10.5,42.9,19.5,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Season fish lightly with herbs, lemon, and a small amount of oil. 3) Steam or bake until just cooked through to preserve moisture. 4) Serve immediately with steamed greens; avoid fried preparations.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,1,1,2,1.685023814695322,-1.2547677719946588,-0.37944533354101,0.5779727301582399
Heart Disease,Dinner,Chicken and Broccoli Stir Fry with herbs,Non-Vegetarian,Asian,508,26.0,79.3,27.3,"lean chicken breast, garlic, yogurt (low-fat), spices (paprika, turmeric), olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,1,0,0,0.7395284063522117,0.3322627599490709,1.2310435263791362,1.6706494090328081
Diabetes,Dinner,Paneer Bhurji and mixed veggies,Vegetarian,Indian,533,11.5,27.2,27.5,"paneer or halloumi, bell peppers, olive oil, spinach or greens","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Low glycemic index, emphasizes complex carbohydrates and fiber to stabilize blood sugar.",3,1,3,2,0.9159268034311503,-1.152378705417644,-1.074079264880194,1.6986667597731815
Gastritis,Lunch,Chickpea Salad,Vegetarian,Mediterranean,533,10.1,19.0,26.7,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,2,3,3,0.9159268034311503,-1.2957233986254648,-1.4368817003567105,1.5865973568116873
High Cholesterol,Snack,Tuna Salad (olive oil dressing) light masala,Pescatarian,Continental,253,9.3,39.7,20.7,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.",High soluble fiber and lean proteins to reduce LDL cholesterol.,8,3,1,1,-1.059735243852961,-1.3776346518870766,-0.521026771775748,0.746076834600481
Heart Disease,Snack,Egg Bhurji,Non-Vegetarian,Indian,276,17.9,62.5,5.0,"egg whites, spinach, onion, pepper, olive oil spray","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.","Rich in omega-3, fiber, and antioxidants; low in saturated/trans fats to support cardiovascular health.",7,3,0,2,-0.8974487185403376,-0.4970886793247493,0.48774097564676117,-1.4532851985188417
GERD,Breakfast,Miso Soup with Greens with herbs,Vegetarian,Asian,190,29.2,19.4,3.0,"mixed vegetables, low-sodium broth, herbs, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Sauté aromatics lightly in a bit of oil; add vegetables and low-sodium broth. 3) Simmer until vegetables are tender; season with herbs. 4) Blend partially or fully for a smooth texture if desired; serve warm.","Non-acidic, low-fat options; avoid spicy, fried, and highly acidic foods to reduce reflux.",5,0,3,0,-1.504259204491886,0.6599077729955183,-1.4191840205773683,-1.733458705922577
Kidney Disease,Breakfast,Mixed Vegetable Sambar with herbs,Vegan,Indian,448,18.7,17.4,7.3,"main grains/legumes, seasonal vegetables, olive oil, herbs & spices","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook base ingredients (grains/legumes) until al dente. 3) Lightly sauté vegetables; combine with base and season minimally. 4) Serve warm and garnish with herbs/seeds.",Lower sodium and potassium when needed; moderate protein and controlled phosphorus.,10,0,2,2,0.31617225336275934,-0.4151774260631374,-1.5076724194740796,-1.131085665004546
Fatty Liver,Snack,Baked Herb Salmon with quinoa,Non-Vegetarian,Mediterranean,467,18.7,25.8,14.0,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",Low sugar and refined carbs; moderate healthy fats and lean protein to support liver health.,4,3,0,3,0.4502350351427526,-0.4151774260631374,-1.1360211441078918,-0.19250441520203243
Depression/Anxiety,Lunch,Grilled Salmon Salad,Pescatarian,Mediterranean,638,24.3,86.7,26.5,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Mood-supporting nutrients: omega-3s, vitamin D, B vitamins, magnesium; balanced meals.",2,2,1,3,1.656800071162692,0.15820134676814576,1.5584506022969684,1.5585800060713138
Gastritis,Dinner,Vegetable Sushi Bowl,Vegetarian,Asian,462,23.6,82.2,15.4,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,1,3,0,0.4149553557269649,0.08652900016423545,1.359351704779368,0.003617039980582404
High Cholesterol,Lunch,Grilled Mackerel,Pescatarian,Asian,643,10.0,55.2,11.5,"fresh fish fillet, lemon, garlic, olive oil, mixed herbs","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Marinate protein/vegetables with minimal oil, herbs, and lemon. 3) Preheat grill or oven; cook until done, turning once for even cooking. 4) Serve with steamed vegetables or salad; avoid heavy sauces.",High soluble fiber and lean proteins to reduce LDL cholesterol.,8,2,1,0,1.6920797505784797,-1.3059623052831664,0.1647583196737649,-0.5427212994567017
Thyroid,Lunch,Grilled Salmon Salad,Pescatarian,Mediterranean,181,18.2,83.5,26.0,"mixed greens, tomatoes, cucumber, olive oil, lemon juice, quinoa or chickpeas","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook any base (quinoa, rice or legumes) until tender and let cool. 3) Chop fresh vegetables and herbs; combine with base and protein source. 4) Dress lightly with olive oil, lemon juice, and a pinch of salt; toss and serve.","Balanced iodine and selenium sources, moderate calories to support metabolic health.",13,2,1,3,-1.5677626274403038,-0.4663719593516448,1.4168691640622302,1.4885366292203799
Gastritis,Breakfast,Ragi Porridge,Vegan,Indian,519,24.1,42.7,16.7,"rolled oats, water or low-fat milk, nuts (almonds/walnuts), seeds (flax/chia), fresh berries or fruit, olive oil","1) Prepare and measure ingredients: wash and chop vegetables, rinse grains/legumes if needed. 2) Cook oats in water or low-fat milk over medium heat until soft. 3) Stir in seeds and nuts; simmer briefly; add fresh fruits or cinnamon for flavor. 4) Serve warm; portion control advised for diabetes/weight management.","Soothing, low-acid, non-irritant foods; easily digestible preparations.",6,0,2,2,0.8171437010669447,0.13772353345274285,-0.38829417343068096,0.18572981979301026
